بسم الله الرحمن الرحیم	لـلٔريلقيلم
منازل كنت تهواها وتألفها	خاق ف قهواها والفها
أيام كنت على الأيام منصورا	ايام كظ على الايام ظهوا
(2)	ا
وقال في المعزى : كنت أولا أعلم الصبيان والطلبة الغرباء الواردين	وفال في المغنى : كنت الول اعلم الصبيان والطلبة الفويباء الواردين
وأهل المنزل، فقالت لي نفسي (3) : إن أردت الوصول إلى مقامات الأولياء فتجرد	اهل المنزل، فقالت لى نفي: إن اردت الوصول إلى مقامات الالوليا ء فقجرد
 	-
عنه واستفدت منه، قال(1) : وهو نفع الله بعلومه آية من آيات الله في المجاهدة	عنه واستفدت منه . قال(1): وهو نفع اله بعلوهه أية من ايات اله في المجاهدة
لا يكاد يفتر عن ذلك أصلا، استغرق نهاره وليله في أنواع الطاعات، من صلاة	ا يكاد يفقر عن ذلك اصلدء استفرق نهاره وليله في أنوا ع الطاعات من صلا
زيدان بن أحمد، فلم يزل بمراكش حتى مات انتهي"(3). ولعل سبب البغضة	زيدان بن أحمد، فلم يزل براكشث حقى ها انتهىا() . ولعل سبب البفخة
المذكورة ما يحكى أنه لما ألف كتابه المعزى في أخبار أبي يعزى (4) . عارضه	المذكورة ما يحكى أنه ما ألف كتابه المعزى في أخهبار أبعي ينى(ا. عارضسه
زيدان بن السلطان المذكور بأنه لا يجـوز أن يقال المعزى(5) لأنه من الرباعي،	ذيدان بن السلطان المذكور بانه لا يجوز ان يقال المعزى( انه من الرباع،
وإنما قالت العرب : عزى فقياسه المعزو . فضمم صاحب الترجمة على الإنكار	انما قالت العرب : عزى فقياسسه المعنو. فضمم صاحب الترجصة على الانكار
إلى أن لطمه زيدان بنعله على وجـهه فشكى به إلى أبيه المنصور فقال له	إلى أن لطمه زيدان بنعله على وجـهه فشكى به إلى أبيه المصـو فقـال له
المنصور : لو لطمك وهو المخطأ لعاقبته، أما حيث كان على الصواب في قوله	المنصـو: لو لطمك وهو المخطاً لعاقبته، اعا حيث كان على الصواب فی قوله
فأنت جدير بلطم نعله ، ولما رأى المنصور ما وقع بين الشيخ وولده نقله لمراكش	فانت جدير بلطم نعله. ولمًا رأى المنصور ما وقع بين الشيخ وولده نقله لمراكث
فكان يحضر مجالس المنصور في البخاري وغيره، ووقع له امتحان مع طلبة	فكان يحضسر صجالس المنصود في اليخاري وغيره، ووقع له امقتحان مع لبة
المجلس في مسائل منها أنه قال لهم في اسم بعض الرواة ممن نسب إلى	المجله فى مال عتها أنٔة قال لهم فى امم بعض الرواة هعن فعصهب إلى
ثقيف فقال : هو الصواب الثقفي بسكون القاف، ونسب ذلك لبعض الأئمة فلم	قبف فقال : هو الصواب الٔقفي بسكون القاف. ونسب ذلك لبعض الاثمة فلم
وذكر وقراءة قران وإقراء علوم الحقيقة، شاهدته وكثير من تآليفه تقرأ بين يديه،	وذكر وقرا ة قان وإقرا ء علوم الحقيقة، شاهدته وكثير من تاليفه تقرا بين يديه.
1) القول هنا : للمقري أنظره في كتابه : روضة الآس العاطرة الأنفاس ص : 300.	)القول هنا : لدى انظره فی كتابه : وضة الاس العاطلرة الانفاسى : لذ.
2) هنا يتم قول المقري في كتابه الآس باختصار وزيادة من صاحب كتاب الصفوة . للمقارنة أنظر كتاب	) هن يقم فول المقرى ف كابه الاس باختصار وزيادة صن صاحب كاب الصفوة. لمقارنة انظر كتاب
الآس ص : 300.	الام ص: "".
3) أنظر كتاب الفوائد ص : 152 مع اختلاف يسير قي بعض الكلمات.	) أنظر كتاب الفواث ص : "ا مع اختلاف يسيد فی بعض الكلمات.
4) مؤلف كتاب : المعزى في أخبار الشيخ أبي يعزى هو الصومعي أحمد أبى	8) مولف كقاب : المعنى فی اخبار الشيخ ابى يعزى هو الصومع أحهد أبي
لقاس	القامم
لتادلي توفي سنة	لقادلى توفی سة
6(17ه ومحقق على يد الأستاذ علي الجاوي طبع سنة 1292 بإشراف كلية الأداب أكادير مطبعة	"ا"اهـ ومحق على يد الاستاذ على الجو طبع سنة ""ا باشراف كية الاداب اكادي عطبعة
لعاريف الجديدة الرباط	لعايف الجدية الوباط
5) المعزی : بضم الميم وفتح	مى : بضم الميم وهق
وشاهدت من كثرة حفظه لحكايات الصالحين عجبا، يذكر بكل محل ما يناسبه	وشاهدت من كثة حفظه لحكابيات الصالعين عجبا. يذكر بكل محل ما يناسبة
الزاي.	ا
73	-
وله ولوعٌ باقتناء الكتب، حتى لقد ترك يوم موته ما يقرب من ألف وثمانين	وله ولوع ب قتناء الكب. حتى لقد ترلن يفٔم مويته ما يقرب من ألف وثمانين
مجلداً، وقد قصد الناس زيارته من البلاد الشاسعة، ورأيته يوم الجمعة بجامع	مجلدأ. وقد قصد الناسع زيارتة من البلد الشًا سعةٍ، برأيته يوم الجمعة بجامع
الكتبيين والناس يزدحمون على تقبيل يده وطلب الدعاء منه، حتى لا يخلص	الكتبين والنا يرزدحهن على تقبيل يده وطلب ادعاء منه. حقى لا يخلصح
منهم إلا بعد جهد جهيد(2). وكانت له زاوية بالصومعة يطعم بها الطعام ثم	مقهم إلا بعد جهد جهيدا. كان له زاوية يالصسوعة يطهم بها الطلعام ثم
سكن مراكش وترك بعض بنيه بالزاوية مقتفيا سننه في ذلك. وذكر صاحب	سكن مراكش ونرن بعض بنيه بالزاوية مقتفيا سنة في ذلك. وذكر صاحب
الفوائد : "أن السلطان نقله لمراكش بسبب بغضة بينه وبين أمير تادلا ولده	الفـواند: "أن السلطان نقله مراكف بسبب بفضسة بينه ويبين أمير تادلا ولده
أدركه أبو نعيمٍ لجعله في صدر حليته، أو قال مع أويس القرني، وكان شديد	ادركه أبو ني لجعلة في صير حليته او قال مع أويس القزني، وكان شديد
الخوف من الله قريب الدمعة ، كثير البكاء، حتى كان شيخه الإمام سقين	الخوف من الله قريب الدمعة، كشير البكا ء، حتى كان شيخه البامام سقين
أخذ عنه صحيح البخاري واجازه فيه، وكان رحمه الله لا يخاف في الله لومة	أخن عنه صحيح البخاي هاجازه فيه . وكان رحمه الله لا يخاف فى اله لومة
لائم، شديد الشكيمة على الظلمة  غير مكترث بهم، وحكي عنه أنه مر يوما	ثعم. شسديد الشكيعـة على الخلعة تي مكقرث بهم، وكى عنه أنه مر يوما
بحاكم فاس وهو يفصل بين الناس فتقدم إليه الشيخ فقال له : أيها الحاكم	بحاكم فاس وهو يفصمل بين الفاس فتقدم إليه الشينخ فقال له : أيها الحاكم
أتعرف ابن الحاجب؟ فقال له : لا. فقال له : أتعرف خليل؟ فقال : لا، فقال له:	تعرف ابن الحاجب 2 فقال له : لا . فقال له: اتعرف خليل2 فقال : ا فقال له.
